"claim_id","source_path","source_lines","section","atomic_claim","claim_class","domain","stated_maturity_or_target_version","normativity","expected_evidence","corroborating_or_related_sources","potential_conflict_or_drift","review_risk","initial_notes"
"CQL-WP-9328FD805A80","WHITEPAPER.md","1089","15.2 Stage Details","MCP providers are resolved in this stage.","architecture","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-CAA151EEA93C","WHITEPAPER.md","1089","15.2 Stage Details","Independent contexts are resolved in parallel.","architecture","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-42F10CFFFFA8","WHITEPAPER.md","1091","15.2 Stage Details","EXECUTE: Pull-based evaluation with vectorized batch processing.","architecture","process-intelligence","architecture claim; maturity not stated locally","descriptive assertion","function/DDL implementation and event-log conformance fixtures","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-8947A408599D","WHITEPAPER.md","1091","15.2 Stage Details","Streaming operators: Filter, Project, ContextFilter, ContextScore.","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-DD2390D33A62","WHITEPAPER.md","1091","15.2 Stage Details","Pipeline breakers: Sort, Aggregate, ContextWindow.","architecture","execution-optimization","architecture claim; maturity not stated locally","descriptive assertion","execution implementation, plan inspection, correctness tests, and relevant benchmark","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-08607EDA01B1","WHITEPAPER.md","1093","15.2 Stage Details","PROJECT: Final column selection, alias application, and output serialization to Arrow.","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-05B062A5DD06","WHITEPAPER.md","1099","16. Physical Operators","ContextQL defines twelve physical operators for context resolution and execution.","architecture","execution-optimization","architecture claim; maturity not stated locally","descriptive assertion","execution implementation, plan inspection, correctness tests, and relevant benchmark","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-34920F3B619F","WHITEPAPER.md","1103","16.1 ContextResolveBitmap","Resolves a context name to a roaring bitmap from hot storage.","architecture","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-0270A4A3A3FF","WHITEPAPER.md","1107","16.2 ContextResolveInline","Evaluates a context's defining query at runtime via the adapter, extracts entity keys, and builds a bitmap.","behavior-semantics","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-517E63F3C96A","WHITEPAPER.md","1107","16.2 ContextResolveInline","For non-integer keys, the entity ID dictionary maps keys to 32-bit integer surrogates.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-1740F3061B91","WHITEPAPER.md","1150","16.4 ContextFilter","Filters a table scan to only rows whose entity key is in the bitmap.","design-claim","storage-lifecycle","architecture claim; maturity not stated locally","descriptive assertion","storage/catalog implementation, transition and concurrency tests, and recovery evidence","SPEC.md:306-325; DECISIONS.md:1107-1403; docs/architecture/BITMAP_CONTEXT_STORAGE.md","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-8C2E9701757D","WHITEPAPER.md","1150","16.4 ContextFilter","Uses SIMD-accelerated contains_range() for sorted integer keys.","design-claim","product-architecture","architecture claim; maturity not stated locally","descriptive assertion","normative specification or decision plus implementation and acceptance test where claimed as shipped","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-1D2DDED23602","WHITEPAPER.md","1154","16.5 ScoreCompute","Attaches context scores to filtered entities using the selected strategy (MAX, MIN, AVG, SUM, COUNT, WEIGHTED_MAX, WEIGHTED_SUM, THEN).","behavior-semantics","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645; SPEC.md:132-138; DECISIONS.md:110-123","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-8EFCFF1A2991","WHITEPAPER.md","1154","16.5 ScoreCompute","Vectorized scoring: O(n * c) per batch where c = context count.","performance-target","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","reproducible benchmark with dataset, hardware, configuration, and raw results","","","medium","Direct declarative extraction from the whitepaper."
"CQL-WP-8A7ECB71AFA3","WHITEPAPER.md","1158","16.6 ContextWindow","Truncates the candidate set to top-k by score using introselect (O(n) time, optimal without full sort).","performance-target","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","reproducible benchmark with dataset, hardware, configuration, and raw results","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-8E060D85BE5F","WHITEPAPER.md","1158","16.6 ContextWindow","Ties at the boundary are broken deterministically by entity ID ascending.","design-claim","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","","","normal","Direct declarative extraction from the whitepaper."
"CQL-WP-B5CA1022DEA9","WHITEPAPER.md","1162","16.7 ContextRank","Sorts entities by composite context score with the three-tier tie-breaking rules (score, CONTEXT_COUNT, entity key).","architecture","language-semantics","architecture claim; maturity not stated locally","descriptive assertion","grammar/parser support, semantic implementation, and positive/negative conformance tests","SPEC.md:246-261; DECISIONS.md:53-80,604-645","","normal","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
"CQL-WP-4EECDC872972","WHITEPAPER.md","1166","16.8 Additional Operators","FederatedContextResolve manages MCP and REMOTE provider resolution with circuit breaker integration.","architecture","federation-identity","architecture claim; maturity not stated locally","descriptive assertion","provider/transport implementation, contract tests, failure-mode tests, and integration fixture","SPEC.md:140-148,464-491; DECISIONS.md:198-294,549-672; docs/architecture/DEEPSEE_CONNECTOR.md","","medium","Source sentence retained as one review unit; reviewer should split further if the linked clauses can vary independently."
